 |Immunic|Buy|24 Nov|868.81 |50|$17.38 |
 |Immunic|Buy|24 Sep|1,084.22 |70|$15.49 |
 |Immunic|Buy|24 Sep 2020|1,084.22 |70|$15.49 |
 |Immunic|Buy|26 Jun|2,882.90 |200|$14.41 |
 |Immunic|Buy|28 Dec 2020|774.96 |50|$15.50 |
 |Immunic|Buy|2 Nov|1,450.82 |100|$14.51 |
 |Immunic|Buy|2 Nov 2020|1,450.82 |100|$14.51 |
 |Immunic|Buy|30 Oct|1,572.07 |100|$15.72 |
 |Immunic|Buy|30 Oct 2020|1,572.07 |100|$15.72 |
 |Immunic|Buy|5 Aug|902.00 |50|$18.04 |
 |Immunic|Sell|1 Dec 2020|3,648.94 |200|$18.24 |
 |Immunic|Sell|1 Dec|3,648.94 |200|$18.24 |
 |Immunic|Sell|20 Jul|2,886.00 |200|$14.43 |
 |Immunic|Sell|2 Oct 2020|3,216.49 |170|$18.92 |
 |Immunic|Sell|2 Oct|3,216.49 |170|$18.92 |
 |INmune Bio|Buy|16 Jul|1,068.00 |100|$10.68 |
 |INmune Bio|Buy|23 Jul|596.75 |50|$11.94 |
 |INmune Bio|Sell|7 Jan|2,914.01 |150|$19.43 |
 |Inovio|Sell|10h|630.18 |49|$12.86 |
 |Inovio|Sell|15 Jul|2,405.37 |100|$24.05 |
 |Inovio|Sell|24 Jun|2,367.34 |100|$23.67 |
 |Inovio|Sell|26 Jun|5,414.60 |200|$27.07 |
 |Intel|Buy|23 Jul|550.00 |10|$55.00 |
 |Intel|Buy|24 Jul|511.65 |10|$51.17 |
 |Intel|Sell|7 Oct|1,317.75 |25|$52.71 |
 |Intel|Sell|7 Oct 2020|1,317.75 |25|$52.71 |
 |Invesco Mortgage Capital|Buy|21 Jul|681.54 |200|$3.41 |
 |Invesco Mortgage Capital| Buy |22 Jun|694.50 |150|$4.63 |
 |Invesco Mortgage Capital|Buy|8 Jun|619.98 |100|$6.20 |
 |Invesco Mortgage Capital|Sell|31 Dec 2020|1,522.22 |450|$3.38 |
 |iQIYI|Sell|8 Jun|1,748.19 |100|$17.48 |
 |IsoRay| Buy |6 Jan|1,560.00 |1,000|$1.56 |
 |IsoRay|Sell|14 Jan|2,070.80 |1,000|$2.07 |
 |Itamar Medica|Buy|24 Nov|1,044.44 |50|$20.89 |
 |Itamar Medica|Buy|24 Nov 2020|1,044.44 |50|$20.89 |
 |Itamar Medica|Buy|30 Dec 2020|950.00 |50|$19.00 |
 |JetBlue Airways| Buy |6 Jan|714.50 |50|$14.29 |
 |Kala Pharmaceuticals|Buy|18 Aug|897.99 |100|$8.98 |
 |Kala Pharmaceuticals|Buy|27 Oct|1,291.62 |200|$6.46 |
 |Kala Pharmaceuticals|Buy|27 Oct 2020|1,291.62 |200|$6.46 |
 |Kala Pharmaceuticals|Buy|29 Jun|1,051.99 |100|$10.52 |
 |Kala Pharmaceuticals|Buy|9 Sep|839.99 |100|$8.40 |
 |Kaleyra|Buy|6 Jan|469.75 |50|$9.40 |
 |Kensington Capital|Buy|10 Sep|1,919.99 |100|$19.20 |
 |Kensington Capital|Buy|23 Sep|1,689.00 |100|$16.89 |
 |Kensington Capital|Buy|23 Sep 2020|1,689.00 |100|$16.89 |
 |Kensington Capital|Buy|28 Oct 2020|2,374.00 |200|$11.87 |
 |Kensington Capital|Buy|28 Oct|2,374.00 |200|$11.87 |
 |Kensington Capital|Buy|5 Sep|107.50 |5|$21.50 |
 |Kezar Life Sciences| Buy |15 Jan|272.50 |50|$5.45 |
 |Kezar Life Sciences|Buy|24 Nov 2020|594.37 |100|$5.94 |
 |Kezar Life Sciences|Buy|24 Nov|594.37 |100|$5.94 |
 |Kodak| Buy |10 Aug|1,056.20 |99|$10.67 |
 |Kodak| Buy |4 Aug|1,325.00 |100|$13.25 |
 |Kodak|Buy|4 Aug|1,367.99 |100|$13.68 |
 |Kodak|Buy|9 Sep|1,799.94 |300|$6.00 |
 |Kodak| Sell |17 Sep 2020|2,250.00 |200|$11.25 |
 |Kodak| Sell |17 Sep|2,250.00 |200|$11.25 |
 |Kratos Defense & Security Solutions|Buy|15h|277.90 |10|$27.79 |
 |Kratos Defense & Security Solutions|Buy|22 Sep 2020|4,469.45 |250|$17.88 |
 |Kratos Defense & Security Solutions|Buy|22 Sep|4,469.45 |250|$17.88 |
 |Kratos Defense & Security Solutions|Buy|30 Oct|1,824.69 |100|$18.25 |
